hoard_id,PAS_unique_hoard_id,name,startDate,endDate,hoard?,excavation?,single?,num_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported,updated,Tag_IDs,references
50,IARCH-23D743,PAS: Prestwood B 50,,,hoard,,,734,1999.0,1999.0,"733 nummi and one radiate to 317 and pot. Yarrow (2009, p.237) writes: ""Mr D. Valverde discovered this hoard on 18 July 1999 in a Buckinghamshire field while on a metal detecting club outing.<br />On the same day in the same field a hoard of denarii was also found, the 'Prestwood A' hoard (CHRB XI, pp.163-168).2 A<br />number of potsherds were associated with the find. The area has yielded no previous archaeological finds; the topography<br />can be described as a relatively isolated upland area a few kilometres from known settlements and roads of the Roman period. The hoard was declared treasure at an inquest at High Wycombe on 20 January 2000 and acquired by Buckinghamshire County Museum. There is a partial photographic record of this hoard at the British Museum."" ******* A report by M. Farley suggests that the site may have been detected following discovery and if any further finds were made they were not reported. Report by Yarrow summarises by size as well as complete catalogue. TAR 1998-99, 307; NC 2000, 34; CHRB XII",51.6901,-0.7484,highest,PAS UK Finds,1/13/2015 11:57,36:17.4,7/22/2015 18:00,,"Welch, P., 1999    Two hoards in one dayYarrow, L.M., 2009    Prestwood B, Buckinghamshire    Wetteren:"
53,IARCH-51CDB9,PAS: West Wycombe 53,,,hoard,,,87,1980.0,1981.0,"Robertson 2000, <span>317-318 no. 1317:</span><span>""</span>""High Wycombe [...]. A hoard of 87 coins of the mid-fourth century was found by [...].""<br />Records of Bucks., 23 (1981), 123<br />""This group of eighty-seven bronze coins was found by members of the South Bucks Metal Detecting Club near West Wycombe in High Wycombe parish, Buckinghamshire. They were brought by staff of the Aylesbury Museum to the Ashmolean Museum for identification and listing. Although no container was recovered and the pieces were scattered in a field, they almost certainly belong to a single find. Most of the pieces were in very poor condition with the result that although the reverse types could be identified in most instance, some of the obverses and many of the mint marks were either illegible or only partly legible.<br /><br />All of the coins except one (an imitation of a VICTORIAE DD AVGGQ NN type of AD 347-8) either were minted after the reform in 348 and before 353 or copied official types of these years.<br />""<br />The 87 coins were catalogued according to chronological periods and mints. Rearranged according to emperors (with corrections of slight discrepancies) they were:<br />Amiens Trier Lyons Arles Uncertain Uncertain TOTAL<br />mint (irregular)<br />Constantius II, Aug. 1 3 4<br />Constans, Aug. 11 4 3 18<br />Constantius II,<br />or Constans, Aug. 4 7 10 21<br />Magnentius 1 15 3 1 2 12-18 40<br />uncertain 4 4<br /><br />1 31 3 1 13 29-35 87<br />(3 b.)<br />(1 b.)<br />(11 b.)<br />(12-18 b.)<br />(b.)<br />(1 b.)<br />(30-36 b.)<br />Cathy E. King, in CHRB VII, BM Occas, Paper 59 (1987), 175-80, types, mints, wts.)"" ******* The latest coins are the Two Victories types of Magnentius and AE2 module copies of FH types. No records at the BM for this hoard. Additional information from HER record <span>0499400000 which is presumed to refer to the same find (same finders) although this records the date of finding as April 1981</span>. The HER also records a find of a second century bow brooch.",51.64878,-0.8133,highest,PAS UK Finds,1/13/2015 11:57,36:19.5,7/23/2015 8:01,,"King, C.E., 1987    The West Wycombe hoard    London:
   Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   317-318 no. 1317"
56,IARCH-C06BD3,PAS: Hughenden 56,,,hoard,,,7,1826.0,1826.0,"Robertson 2000, <span>416 no. 1707:</span><span>""</span>""In 1826, a labourer in trenching a piece of garden ground, which he had taken from the common near Hazlemere Turnpike Gate, turned up a small urn in which were four small silver Roman coins in good preservation and three copper coins much defaced.""<br />G. Lipscomb, Hist. of Bucks. (1847), 583<br />Undated"" ******* Considered not to be a hoard according to Bucks HER record because ""few in number and include low value coins"", but I do not think this a valid reason. ",51.65124,-0.7135,highest,PAS UK Finds,1/13/2015 11:57,36:21.5,7/22/2015 10:34,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   416 no. 1707"
60,IARCH-618B89,PAS: Bancroft Roman Villa 60,,,hoard,excav,,76,1978.0,1978.0,"Robertson 2000, <span>285 no. 1217:</span><span>""</span>""In the course of the 1978 excavations at Bancroft Roman Villa a small hoard of 76 folles of the 330s was recovered. The coins were not discovered in or near a container and it is possible that they were stored in something like a bag which has since perished. Unfortunately the hoard cannot be associated with any particular architectural feature - they were simply lying on the ground when found. The small size of the find suggests it was the property of an individual who may have been using them as 'current coin', a suggestion which is supported by the high percentage of imitations..<br />The Bancroft Roman villa hoard of folles of the 330s even though smaller than average is very like other contemporary British hoards in its composition and mint distribution except for the very high proportion of imitations it contains. The imitations must have been more-or-less contemporary with the pieces they copied and the fact that they were hoarded suggests they circulated as coins although what their value was in relation to genuine coins is unclear.""<br />Cathy E. King, in CH VI (1981), 36, no. 175; and 40-9, types, mints, metrology, die axes, tables, full description of copies, fig. 5 of copies<br />Dr. Cathy King catalogued the 76 coins, according to mints, with a few numerical errors. They have been rearranged according to emperors, etc.<br />Constantine I 11<br />Constantine II, Caes. 19<br />Constans, Caes. 6<br />Constantinopolis 17 Urbs Roma 21<br />Theodora (after AD 337) 1<br />Constans, Aug. 1<br /><br />76<br />(1 GLORIA EXERCITVS, 1 stand.; 5 b.)<br />(1 GLORIA EXERCITVS, 1 stand.; 6 b.)<br />(1 GLORIA EXERCITVS, 1 stand.; 1 b.)<br />(1 incuse; 3 b.)<br />(4 b.)<br />(GLORIA EXERCITVS, 1 stand.)<br />The 19 copies were all of the Constantinopolis (4), Urbs Roma (4) or GLORIA EXERCITVS, 2 stand. (11), types.<br />Dr. King assigned the GLORIA EXERCITVS, 1 stand., types to Constantine I, Constantine II, Caes. and Constans, Caes. and Aug., but gave the LRBC reference to Constans, Aug. as Trier 107, which is in fact of Constantine II, Aug."" ******* Robertson points out a few errors in CH6 report. The latest coin is a PIETAS ROMANA type of Theodora.",52.055279999999996,-0.7951,highest,PAS UK Finds,1/13/2015 11:57,36:24.2,7/16/2015 8:29,,"King, C.E., 1981    The Bancroft Roman Villa (Milton Keynes) hoard of folles AD 330-341      40-49
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   285 no. 1217"
63,IARCH-F8660C,PAS: Stony Stratford (White Swan) 63,,,hoard,,,,,1950.0,"When the old White Swan was being reconstructed at Stony Stratford, the workmen came across a jar full of gold coins - all Roman - and unquestionably of great value. Nothing was said at the time but one of the workmen subsequently became very prosperous. A year ago (1950?) the sole survivor of the party showed me the last gold coin he had kept. It was a beauty - as large as a florin, and as clear as when it was minted.' Sir Frank Markham, The Nineteen Hundreds, Hillier &amp; Sons, Buckingham, 1951, p. 97. There must be doubt as to whether these coins were in fact Roman, since the one seen by Markam was the size of a florin, as this would make it 28 mm in diameter, much larger than either aurei or solidi and more consistent with a hoard of late medieval or early modern gold coins. ******* Probably a medieval hoard",52.0564,-0.8535,highest,PAS UK Finds,1/13/2015 11:57,36:26.2,4/17/2015 15:37,,"Bland, R. and Loriot, X., 2010    Roman and Early Byzantine Gold Coins found in Britain and Ireland    London:  Royal Numismatic Society 118    , no. 32"
65,IARCH-720AEE,PAS: Buckinghamshire 65,,,hoard,,,30,1990.0,1990.0,"30 nummi to AD 341. Unknown findspot, reported to Ashmolean Museum. ******* ""Although the exact find spot is no known the composition of the group strongly suggests that they form a hoard"". No additional information at BM. It is possible this is the hoard of 30 coins reported to the HER record <span>0597900000 but this is said to have been found in 1994 and included 28 fourth century imitations.</span>",52.041439000000004,-0.76056,lower,PAS UK Finds,1/13/2015 11:57,36:27.4,7/22/2015 11:29,,"King, C.E., 1997    Buckinghamshire    London:"
66,IARCH-EFB819,PAS: Walton 66,,,hoard,,,96,1987.0,1987.0,"Robertson 2000, <span>246 no. 1013A:</span>""The hoard was discovered by a group of four metal detector users [...] on a building site at Walton, within the area of Milton Keynes New Town, in late 1987. The coins were found scattered over an area of several square yards and there was no trace of any container; it is likely that the coins recorded here do not constitute the whole hoard. The Milton Keynes Archaeology Unit has discovered evidence of Roman occupation from two separate sites respectively within 300-400 yards and [within] half a mile of the hoard's find spot."" ******* No images on file.",52.01513,-0.6899,highest,PAS UK Finds,1/13/2015 11:57,36:28.1,7/16/2015 9:03,,"Bland, R., 1992    Walton, Milton Keynes, Buckinghamshire    London:
   Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   246 no. 1013A"
68,IARCH-5DA017,PAS: West Wycombe II 68,,,hoard,,,31,2005.0,2005.0,"31 nummi to Magnentius. TAR 2005-6, 1123; NC 2006, 27Treasure numbers associated with this hoard: 2005 T043 ******* This small nummus hoard consists of coins made after the reform of 348. The Antonine dupondius / as and one modern coin (?18th century) should be treated as stray finds. Not connected to West Wycombe I (2005 T121), an Antonine period denarius hoard. Poor condition.",51.64878,-0.8131,highest,PAS UK Finds,1/13/2015 11:57,36:29.4,7/22/2015 11:40,,"British Museum, 2008    Treasure Annual"
75,IARCH-B818C3,PAS: Bourn Airfield 75,,,hoard,excav,,15,2005.0,2005.0,"15 nummi to 348. Date: AD 348<br />Discovery: Found by Albion Archaeology in November 2005, during controlled excavation of a Romano-British<br />rural settlement. The coins were recovered from the fill<br />of a boundary ditch that enclosed the settlement.<br />Description: 15 Constantinian nummi:<br />Gloria Exercitus, 2 standards (AD 330-335), 5<br />Constantinopolis (AD 330-340), 3<br />Pax Publica (AD 337-341), 1<br />Two Victories (AD 346-348), 1<br />Irregular 'Gloria Exercitus, 2 standards', 1<br />Irregular 'Constantinopolis', 1<br />Irregular 'Urbs Roma', 3<br />Disposition: Disclaimed to remain with the main site archive (Cambridgeshire County Archaeological Store).<br />P GUEST &amp; N WELLSTreasure numbers associated with this hoard: 2005 T537 ******* TAR 2005-6, 1120; NC 2007, 44",52.22088,-0.0358,highest,PAS UK Finds,1/13/2015 11:57,36:34.1,3/2/2015 9:47,,"British Museum, 2008    Treasure Annual"
77,IARCH-869F9C,PAS: Cambridge 77,,,hoard,excav,,17,1953.0,1953.0,"Robertson 2000,<span>318 no. 1318: ""</span>In 1953, at Arbury Road, Cambridge, during the excavation of a small building of fourth-century date in a Romano-British settlement site, ""a small hoard of seventeen bronze coins, half a bronze ring, and a bead of green clay composition were brought to light. They had evidently been contained in a small iron-bound box, for fragments of three coins were found embedded in the corroded iron of one side and corner. The group was found 2 ft. 10 in. below the surface, embedded in a layer of clay 2 in. thick which at this point overlay the chalk foundations of the south wall of the building. They were scattered over an area about 9 in. square. The section in the rubble immediately above the hoard showed no sign of a break, and the chalk foundations of an outside wall do not offer much scope for concealment of valuables. It is possible that it may have been lost when the building was still in use, though we could not establish whether the clay deposit at this point was contemporary with it, or an accumulation subsequent to its destruction.""<br />The bronze finger ring had been 3/8 in. in diam., and the surviving part of it showed traces of incised dots and vertical lines.<br />The 17 bronze coins were 2 official issues and 15 regular copies, and minims:<br />AE<br />House of Constantine I 1<br />15<br />Magnentius 1<br /><br />17<br />(GLORIA EXERCITVS, 1 stand.)<br />(all b. FEL TEMP REPARATIO, falling horseman, of which 1 is overstruck on GLORIA EXERCITVS, and 11 are minims)<br />(VICTORIAE DD NN AVG ET CAES, VOT V MVLT X (?))<br />W.H.C. Frend, in Proc. Cambs. Ant. Soc., XLVIII (1954-5), 15, 35, 40f., types, mints, wts., sizes.<br />The frag. Of ring, the small bead and 14 of the 17 coins are in Cambridge University Museum of Archaeology and Anthropology, 3 of the irregular FEL TEMP REPARATIO, falling horseman coins having disappeared in cleaning.<br />Examined, 1978 (ASR)""",52.22655,0.12327,highest,PAS UK Finds,1/13/2015 11:57,36:35.4,3/2/2015 9:52,,"Frend, W.H.C., 1955    A Romano-British settlement at Arbury Road, CambridgeRobertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   318 no. 1318"
